Desconto;Quant_Min;Texto108;Texto111;xvencimento;xlista;I_E;D04_cod;D04_Descricao;xgrupo;D04_Tipo;D04_UniPro;D04_Precoven;Texto102;Texto115;Texto117;Texto119;Texto124;marcador;Texto91;Texto129;Texto126;Similar;xlocal;Texto134
;;;;35/42;1;Externo;885215;TORRADA NATURAL 130G RR CX C/15;TORRADA;RRIST TORRADA NATURAL;CX;47,77;0,00;N;;;1,95;885215;;3,1847;;;P ACAB - 1023;TORRADA NATURAL 130G RR CX C/15
23;0;;;35/42;1;Externo;234801;TORRADA NATURAL 400G;TORRADA;TORRADA NATURAL;UN;23,92;0,00;N;;;0,4;234801;2348;23,9200;7896207802348;;P ACAB - 1026;TORRADA NATURAL 400G
;;;;35/42;1;Externo;234810;TORRADA NATURAL 400G CX C/10;TORRADA;TORRADA NATURAL;CX;239,92;0,00;N;;;4;234810;;23,9920;;;P ACAB - 1026;TORRADA NATURAL 400G CX C/10
0;0;0;C;35/42;1;Externo;9071701;TORRADA NATURAL 400G INST. CF;CASA FORTUNATO;Torrada Casa Fortunato;UN;8,37;0,00;N;;8;0,4;9071701;90717;8,3700;7898707290717;;P ACAB - 22333;TORRADA NATURAL 400G INST. CF
;;;;35/42;1;Externo;9071705;TORRADA NATURAL 400G INST. CF CX C/5;CASA FORTUNATO;Torrada Casa Fortunato;CX;41,85;0,00;N;;;2;9071705;;8,3700;;;P ACAB - 22333;TORRADA NATURAL 400G INST. CF CX C/5
23;0;;;35/42;1;Externo;164801;TORRADA NATURAL AMANTEIGADA 100G;TORRADA;TORRADA NATURAL;UN;6,36;285,00;;;;0,1;164801;1648;6,3600;7896207801648;;P ACAB - 1019;TORRADA NATURAL AMANTEIGADA 100G
23;0;;;35/42;1;Externo;164815;TORRADA NATURAL AMANTEIGADA 100G CX C/15;TORRADA;TORRADA NATURAL;CX;95,40;19,00;;;38;1,5;164815;;6,3600;7896207801648;;P ACAB - 1019;TORRADA NATURAL AMANTEIGADA 100G CX C/15
23;0;;;35/42;1;Externo;831901;TORRADA OREGANO 130G RR;TORRADA;RRIST TORRADA OREGANO;UN;3,18;6,00;;;;0,13;831901;8319;3,1800;7896207808319;;P ACAB - 1039;TORRADA OREGANO 130G RR
;;;;35/42;1;Externo;831915;TORRADA OREGANO 130G RR CX C/15;TORRADA;RRIST TORRADA OREGANO;CX;47,77;0,40;;;;1,95;831915;;3,1847;;;P ACAB - 1039;TORRADA OREGANO 130G RR CX C/15
;;;;35/42;1;Externo;240720;TORRADA OREGANO 70G CF CX C/20;CASA FORTUNATO;TORRADA OREGANO - FORT;CX;38,20;0,00;N;;;1,4;240720;;1,9100;;;P ACAB - 22311;TORRADA OREGANO 70G CF CX C/20
23;0;;;35/42;1;Externo;217101;TORRADA PARMESAO 100G;TORRADA;TORRADA PARMESAO 100 g;UN;6,36;1440,00;;;;0,1;217101;2171;6,3600;7896207802171;;P ACAB - 1027;TORRADA PARMESAO 100G
;;;;35/42;1;Externo;192901;TORRADA PARMESAO 100G BA;TORRADA;BAUDUCCO TORRADA PARMESAO;UN;3,15;0,00;N;;;0,1;192901;1929;3,1500;7896076401123;;P ACAB - 22063;TORRADA PARMESAO 100G BA
23;0;;;35/42;1;Externo;217115;TORRADA PARMESAO 100G CX C/15;TORRADA;TORRADA PARMESAO 100 g;CX;95,40;96,00;;;105;1,5;217115;;6,3600;7896207802171;;P ACAB - 1027;TORRADA PARMESAO 100G CX C/15
23;0;;;35/42;1;Externo;859301;TORRADA PARMESAO 130G RR;TORRADA;RRIST TORRADA PARMESAO;UN;3,18;0,00;N;;;0,13;859301;8593;3,1800;7896207808593;;P ACAB - 1031;TORRADA PARMESAO 130G RR
;;;;35/42;1;Externo;859315;TORRADA PARMESAO 130G RR CX C/15;TORRADA;RRIST TORRADA PARMESAO;CX;47,70;0,00;N;;;1,95;859315;;3,1800;;;P ACAB - 1031;TORRADA PARMESAO 130G RR CX C/15
23;0;;;35/42;1;Externo;206501;TORRADA PARMESAO 400G;TORRADA;TORRADA PARMESAO 400 g;UN;23,92;1460,00;;;;0,4;206501;2065;23,9200;7896207802065;;P ACAB - 1033;TORRADA PARMESAO 400G
23;0;;;35/42;1;Externo;206510;TORRADA PARMESAO 400G CX C/10;TORRADA;TORRADA PARMESAO 100 g;CX;239,20;146,00;;;251;4;206510;;23,9200;;;P ACAB - 1033;TORRADA PARMESAO 400G CX C/10
0;0;0;C;35/42;1;Externo;9072401;TORRADA PARMESAO 400G INST. CF;CASA FORTUNATO;Torrada Casa Fortunato;UN;8,37;0,00;N;;10;0,4;9072401;90724;8,3700;7898707290724;;P ACAB - 22331;TORRADA PARMESAO 400G INST. CF
;;;;35/42;1;Externo;9072405;TORRADA PARMESAO 400G INST. CF CX C/5;CASA FORTUNATO;Torrada Casa Fortunato;CX;41,85;0,00;N;;;2;9072405;;8,3700;;;P ACAB - 22331;TORRADA PARMESAO 400G INST. CF CX C/5
;;;;35/42;1;Externo;241420;TORRADA PROVOLONE 70G CF CX C/20;CASA FORTUNATO;TORRADA PROVOLONE - FORT;CX;38,20;0,00;N;;;1,4;241420;;1,9100;;;P ACAB - 22313;TORRADA PROVOLONE 70G CF CX C/20
23;0;;;35/42;1;Externo;865401;TORRADA QUEIJO 100G 13;TORRADA;13 DE MAIO TORRADA QUEIJO;UN;3,15;60,00;;;60;0,1;865401;8654;3,1500;7897636300962;;P ACAB - 1037;TORRADA QUEIJO 100G 13
0;0;0;C;35/42;1;Externo;9076201;TORRADA RABANADA 230G CF;CASA FORTUNATO;TORRADA DOCE RABANADA - FORT;UN;6,13;0,00;N;;;0,23;9076201;90762;6,1300;7898707290762;;P ACAB - 22343;TORRADA RABANADA 230G CF
;;;;35/42;1;Externo;9076212;TORRADA RABANADA 230G CF CX C/12;CASA FORTUNATO;TORRADA DOCE RABANADA - FORT;CX;73,56;0,00;N;;;2,76;9076212;;6,1300;;;P ACAB - 22343;TORRADA RABANADA 230G CF CX C/12
23;0;0;C;35/42;1;Externo;254401;TORRADA SABOR 4 QUEIJOS 70G CF;CASA FORTUNATO;TORRADA PIMENTA CALABRESA - FORT;UN;1,91;0,00;N;;;0,07;254401;2544;1,9100;7898707290205;;;TORRADA SABOR 4 QUEIJOS 70G CF
23;0;0;C;35/42;1;Externo;256801;TORRADA SABOR AMANTEIGADA 70G CF;CASA FORTUNATO;TORRADA PIMENTA CALABRESA - FORT;UN;1,91;0,00;N;;;0,07;256801;2568;1,9100;7898707290199;;;TORRADA SABOR AMANTEIGADA 70G CF
23;0;0;C;35/42;1;Externo;239101;TORRADA SABOR BRUSQUETA 70G CF;CASA FORTUNATO;TORRADA BRUSQUETA - FORT;UN;1,91;0,00;N;;;0,07;239101;2391;1,9100;7898707290045;;P ACAB - 22312;TORRADA SABOR BRUSQUETA 70G CF
23;0;0;C;35/42;1;Externo;240701;TORRADA SABOR OREGANO 70G CF;CASA FORTUNATO;TORRADA OREGANO - FORT;UN;1,91;0,00;N;;;0,07;240701;2407;1,9100;7898707290069;;P ACAB - 22311;TORRADA SABOR OREGANO 70G CF
23;0;0;C;35/42;1;Externo;241401;TORRADA SABOR PROVOLONE 70G CF;CASA FORTUNATO;TORRADA PROVOLONE - FORT;UN;1,91;0,00;N;;;0,07;241401;2414;1,9100;7898707290106;;P ACAB - 22313;TORRADA SABOR PROVOLONE 70G CF
23;0;0;C;35/42;1;Externo;235301;TORRADA SABOR RABANADA 90G CF;CASA FORTUNATO;TORRADA DOCE RABANADA - FORT;UN;2,40;0,00;N;;;0,09;235301;2353;2,4000;7898707290052;;P ACAB - 22318;TORRADA SABOR RABANADA 90G CF
23;0;;;35/42;1;Externo;218801;TORRADA TOMATE SECO 100G;TORRADA;TORRADA TOM SECO;UN;6,36;150,00;;;;0,1;218801;2188;6,3600;7896207802188;;P ACAB - 1041;TORRADA TOMATE SECO 100G
23;0;;;35/42;1;Externo;218815;TORRADA TOMATE SECO 100G CX C/15;TORRADA;TORRADA TOM SECO;CX;95,40;10,00;;;3;1,5;218815;;6,3600;7896207802188;;P ACAB - 1041;TORRADA TOMATE SECO 100G CX C/15
23;0;;;35/42;1;Externo;862301;TORRADA TOMATE SECO 130G RR;TORRADA;RRIST TORRADA TOMATE SECO;UN;3,18;0,00;N;;;0,13;862301;8623;3,1800;7896207808623;;P ACAB - 1044;TORRADA TOMATE SECO 130G RR
;;;;35/42;1;Externo;862315;TORRADA TOMATE SECO 130G RR CX C/15;TORRADA;RRIST TORRADA TOMATE SECO;CX;47,70;0,00;N;;;1,95;862315;;3,1800;;;P ACAB - 1044;TORRADA TOMATE SECO 130G RR CX C/15
;;;;35/42;1;Externo;9073105;TORRADA TOMATE SECO 400G INST. C.F. CX C/5;CASA FORTUNATO;Torrada Casa Fortunato;CX;41,85;0,00;N;;;2;9073105;;8,3700;;;P ACAB - 22332;TORRADA TOMATE SECO 400G INST. C.F. CX C/5
0;0;0;C;35/42;1;Externo;9073101;TORRADA TOMATE SECO 400G INST. CF;CASA FORTUNATO;Torrada Casa Fortunato;UN;8,37;0,00;N;;;0,4;9073101;90731;8,3700;7898707290731;;P ACAB - 22332;TORRADA TOMATE SECO 400G INST. CF
23;0;0;C;35/42;1;Externo;480101;TOSTA 4 QUEIJOS 100G SP;TORRADA SP;SAPORE DI PUGLIA;UN;2,86;0,00;N;;;0,1;480101;4801;2,8600;7898919734801;;;TOSTA 4 QUEIJOS 100G SP
23;0;0;C;35/42;1;Externo;478801;TOSTA ALHO 100G SP;TORRADA SP;SAPORE DI PUGLIA;UN;2,86;0,00;N;;;0,1;478801;4788;2,8600;7898919734788;;;TOSTA ALHO 100G SP
23;0;0;C;35/42;1;Externo;483201;TOSTA AMANTEIGADA 100G SP;TORRADA SP;SAPORE DI PUGLIA;UN;2,86;0,00;N;;;0,1;483201;4832;2,8600;7898919734832;;;TOSTA AMANTEIGADA 100G SP
23;0;0;C;35/42;1;Externo;477101;TOSTA AZEITONA 100G SP;TORRADA SP;SAPORE DI PUGLIA;UN;2,86;0,00;N;;;0,1;477101;4771;2,8600;7898919734771;;;TOSTA AZEITONA 100G SP
23;0;0;C;35/42;1;Externo;482501;TOSTA CEBOLA 100G SP;TORRADA SP;SAPORE DI PUGLIA;UN;2,86;0,00;N;;;0,1;482501;4825;2,8600;7898919734825;;;TOSTA CEBOLA 100G SP
23;0;0;C;35/42;1;Externo;479501;TOSTA PARMESAO 100G SP;TORRADA SP;SAPORE DI PUGLIA;UN;2,86;0,00;N;;;0,1;479501;4795;2,8600;7898919734795;;;TOSTA PARMESAO 100G SP
23;0;0;C;35/42;1;Externo;481801;TOSTA TOMATE SECO 100G SP;TORRADA SP;SAPORE DI PUGLIA;UN;2,86;0,00;N;;;0,1;481801;4818;2,8600;7898919734818;;;TOSTA TOMATE SECO 100G SP
23;0;;;35/42;1;Externo;330701;TOSTATA ALECRIM 180G;TOSTATA;TOSTATA ROSMARINO;UN;13,07;80,00;;;2;0,18;330701;3307;13,0700;7896207803307;;P ACAB - 1050;TOSTATA ALECRIM 180G
23;0;;;35/42;1;Externo;330710;TOSTATA ALECRIM 180G CX C/10;TOSTATA;TOSTATA ROSMARINO;CX;130,70;8,00;;;538;1,8;330710;;13,0700;;;P ACAB - 1050;TOSTATA ALECRIM 180G CX C/10
23;0;0;C;35/42;1;Externo;230801;TOSTATA ALECRIM 180G LA PETISSE;LA PETISSE;TORRADA  - LA PET;UN;4,50;0,00;N;;;0,18;230801;2308;4,5000;0736532235190;;P ACAB - 22107;TOSTATA ALECRIM 180G LA PETISSE
0;0;0;C;35/42;1;Externo;480601;TOSTATA ALECRIM 180G OBA;TOSTATA;TOSTATA ROSMARINO;UN;4,21;0,00;N;;;0,18;480601;4806;4,2100;7899934814806;;P ACAB - 22344;TOSTATA ALECRIM 180G OBA
23;0;0;C;35/42;1;Externo;485601;TOSTATA ALECRIM 180G SP;TORRADA SP;SAPORE DI PUGLIA;UN;4,01;0,00;N;;;0,18;485601;4856;4,0100;7898919734856;;;TOSTATA ALECRIM 180G SP
0;0;0;C;35/42;1;Externo;401401;TOSTATA AZEITONA PRETA 180G;TOSTATA;TOSTATA ROSMARINO;UN;13,07;0,00;N;;;0,18;401401;4014;13,0700;7896207804014;;P ACAB - 22342;TOSTATA AZEITONA PRETA 180G
;;;;35/42;1;Externo;401410;TOSTATA AZEITONA PRETA 180G CX C/10;TOSTATA;TOSTATA ROSMARINO;CX;130,70;0,00;N;;;1,8;401410;;13,0700;;;P ACAB - 22342;TOSTATA AZEITONA PRETA 180G CX C/10
0;0;0;C;35/42;1;Externo;482001;TOSTATA AZEITONA PRETA 180G OBA;TOSTATA;TOSTATA ROSMARINO;UN;5,32;0,00;N;;1113;0,18;482001;4820;5,3200;7899934814820;;P ACAB - 22345;TOSTATA AZEITONA PRETA 180G OBA
23;0;0;C;35/42;1;Externo;257501;TOSTATA FEITO C ALECRIM 180G CF;CASA FORTUNATO;Tostata Casa Fortunato;UN;4,50;0,00;N;;2180;0,18;257501;2575;4,5000;7898707290151;;;TOSTATA FEITO C ALECRIM 180G CF
23;0;0;C;35/42;1;Externo;9056401;TOSTATA FEITO C PARMESAO 180G CF;CASA FORTUNATO;Tostata Casa Fortunato;UN;4,50;0,00;N;;1602;0,18;9056401;90564;4,5000;7898707290564;;P ACAB - 168;TOSTATA FEITO C PARMESAO 180G CF
;;;;35/42;1;Externo;9056410;TOSTATA FEITO C PARMESAO 180G CF CX C/10;CASA FORTUNATO;TORRADA PROVOLONE - FORT;CX;45,00;0,00;N;;;1,8;9056410;;4,5000;;;P ACAB - 168;TOSTATA FEITO C PARMESAO 180G CF CX C/10
;;;;35/42;1;Externo;9063210;TOSTATA FEITO COM GERGELIM 180G C.F. CX C/10;TOSTATA;TOSTATA TOMATE SECO;CX;45,00;0,00;N;;;1,8;9063210;;4,5000;;;P ACAB - 503;TOSTATA FEITO COM GERGELIM 180G C.F. CX C/10
0;0;0;C;35/42;1;Externo;9063201;TOSTATA FEITO COM GERGELIM 180G CF;CASA FORTUNATO;Tostata Casa Fortunato;UN;4,50;0,00;N;;800;0,18;9063201;90632;4,5000;7898707290632;;P ACAB - 503;TOSTATA FEITO COM GERGELIM 180G CF
;;;;35/42;1;Externo;830910;TOSTATA PARMESAO 180G CX/10 LA PETISSE;LA PETISSE;TOSTATA - LA PET;CX;51,04;0,00;N;;;0;830910;;5,1040;;;;TOSTATA PARMESAO 180G CX/10 LA PETISSE
0;0;0;C;35/42;1;Externo;830901;TOSTATA PARMESAO 180G LA PETISSE;LA PETISSE;TOSTATA - LA PET;UN;4,50;0,00;N;;;0;830901;8309;4,5000;0631430078309;;;TOSTATA PARMESAO 180G LA PETISSE
0;0;0;C;35/42;1;Externo;484401;TOSTATA PARMESAO 180G OBA;TOSTATA;TOSTATA ROSMARINO;UN;4,21;0,00;N;;;0,18;484401;4844;4,2100;7899934814844;;P ACAB - 22346;TOSTATA PARMESAO 180G OBA
23;0;0;C;35/42;1;Externo;5280501;TOSTATA S. ALECRIM 180G MAMBO;MAMBO;MAMBO;UN;11,80;0,00;N;;;0,18;5280501;52805;11,8000;7898702152805;;P ACAB - 5841;TOSTATA S. ALECRIM 180G MAMBO
;;;;35/42;1;Externo;5280510;TOSTATA S. ALECRIM 180G MAMBO CX C/10;MAMBO;MAMBO;CX;118,00;0,00;N;;195;1,8;5280510;;11,8000;;;P ACAB - 5841;TOSTATA S. ALECRIM 180G MAMBO CX C/10
23;0;0;C;35/42;1;Externo;200301;TOSTATA S. AZEITONAS PRETAS 180G MAMBO;MAMBO;MAMBO;UN;11,80;0,00;N;;;0,18;200301;2003;11,8000;7898702152003;;P ACAB - 22109;TOSTATA S. AZEITONAS PRETAS 180G MAMBO
;;;;35/42;1;Externo;200310;TOSTATA S. AZEITONAS PRETAS 180G MAMBO CX C/10;MAMBO;MAMBO;CX;118,00;0,00;N;;187;1,8;200310;;11,8000;;;P ACAB - 22109;TOSTATA S. AZEITONAS PRETAS 180G MAMBO CX C/10
23;0;0;C;35/42;1;Externo;5279901;TOSTATA S. TOMATE SECO 180G MAMBO;MAMBO;MAMBO;UN;11,80;0,00;N;;;0,18;5279901;52799;11,8000;7898702152799;;P ACAB - 5843;TOSTATA S. TOMATE SECO 180G MAMBO
;;;;35/42;1;Externo;5279910;TOSTATA S. TOMATE SECO 180G MAMBO CX C/10;MAMBO;MAMBO;CX;118,00;0,00;N;;161;1,8;5279910;;11,8000;;;P ACAB - 5843;TOSTATA S. TOMATE SECO 180G MAMBO CX C/10
23;0;0;C;35/42;1;Externo;199001;TOSTATA S. TRADICIONAL 180G MAMBO;MAMBO;MAMBO;UN;11,80;0,00;N;;;0,18;199001;1990;11,8000;7898702151990;;P ACAB - 22110;TOSTATA S. TRADICIONAL 180G MAMBO
;;;;35/42;1;Externo;199010;TOSTATA S. TRADICIONAL 180G MAMBO CX C/10;MAMBO;MAMBO;CX;118,00;0,00;N;;258;1,8;199010;;11,8000;;;P ACAB - 22110;TOSTATA S. TRADICIONAL 180G MAMBO CX C/10
23;0;0;C;35/42;1;Externo;260501;TOSTATA SABOR AZEITONAS PRETAS 180G CF;CASA FORTUNATO;Tostata Casa Fortunato;UN;4,50;0,00;N;;1023;0,18;260501;2605;4,5000;7898707290236;;;TOSTATA SABOR AZEITONAS PRETAS 180G CF
23;0;0;C;35/42;1;Externo;258201;TOSTATA SABOR TOMATE SECO 180G CF;CASA FORTUNATO;Tostata Casa Fortunato;UN;4,50;0,00;N;;700;0,18;258201;2582;4,5000;7898707290168;;;TOSTATA SABOR TOMATE SECO 180G CF
23;0;0;C;35/42;1;Externo;259901;TOSTATA SABOR TRADICIONAL 180G CF;CASA FORTUNATO;Tostata Casa Fortunato;UN;4,50;0,00;N;;1372;0,18;259901;2599;4,5000;7898707290250;;;TOSTATA SABOR TRADICIONAL 180G CF
23;0;0;C;35/42;1;Externo;231501;TOSTATA TOMATE 180G LA PETISSE;LA PETISSE;TORRADA  - LA PET;UN;4,50;0,00;N;;;0,18;231501;2315;4,5000;0602883082021;;P ACAB - 22108;TOSTATA TOMATE 180G LA PETISSE
23;0;;;35/42;1;Externo;331401;TOSTATA TOMATE SECO 180G;TOSTATA;TOSTATA TOMATE SECO;UN;13,07;94,00;;;2;0,18;331401;3314;13,0700;7896207803314;;P ACAB - 1051;TOSTATA TOMATE SECO 180G
23;0;;;35/42;1;Externo;331410;TOSTATA TOMATE SECO 180G CX C/10;TOSTATA;TOSTATA TOMATE SECO;CX;130,70;9,40;;;284;1,8;331410;;13,0700;;;P ACAB - 1051;TOSTATA TOMATE SECO 180G CX C/10
0;0;0;C;35/42;1;Externo;483701;TOSTATA TOMATE SECO 180G OBA;TOSTATA;TOSTATA ROSMARINO;UN;4,80;0,00;N;;;0,18;483701;4837;4,8000;7899934814837;;P ACAB - 22347;TOSTATA TOMATE SECO 180G OBA
23;0;0;C;35/42;1;Externo;486301;TOSTATA TOMATE SECO 180G SP;TORRADA SP;SAPORE DI PUGLIA;UN;4,62;0,00;N;;;0,18;486301;4863;4,6200;7898919734863;;;TOSTATA TOMATE SECO 180G SP
0;0;0;C;35/42;1;Externo;481301;TOSTATA TRADICIONAL 180G OBA;TOSTATA;TOSTATA ROSMARINO;UN;4,21;0,00;N;;2140;0,18;481301;4813;4,2100;7899934814813;;P ACAB - 22348;TOSTATA TRADICIONAL 180G OBA
